Game_Name,Game_url,Tags
Battlefleet Gothic: Armada 2,https://store.steampowered.com/app/573100/Battlefleet_Gothic_Armada_2/?snr=1_7_7_7000_150_11,"Strategy,Space,Warhammer 40K,Real Time Tactics,RTS,Sci-fi,Singleplayer,Games Workshop,Violent,Co-op,Multiplayer,Naval,Atmospheric,War,Co-op Campaign,Tactical,Naval Combat"
Fishing Planet,https://store.steampowered.com/app/380600/Fishing_Planet/?snr=1_7_7_7000_150_11,"Fishing,Free to Play,Multiplayer,Simulation,Sports,Relaxing,Realistic,Massively Multiplayer,First-Person,Co-op,Open World,Singleplayer,Online Co-Op,Family Friendly,Adventure,Casual,VR,Action,MMORPG,FPS"
CASE 2: Animatronics Survival,https://store.steampowered.com/app/722960/CASE_2_Animatronics_Survival/?snr=1_7_7_7000_150_12,"Horror,FPS,Robots,Stealth,PvP,Psychological Horror,Action-Adventure,First-Person,Difficult,Story Rich,Simulation,Action,Multiplayer,Atmospheric,Survival Horror,Supernatural,Co-op,Adventure,Singleplayer,Massively Multiplayer"
Half-Life: Alyx,https://store.steampowered.com/app/546560/HalfLife_Alyx/?snr=1_7_7_7000_150_11,"VR,FPS,Story Rich,Horror,Female Protagonist,Shooter,First-Person,Singleplayer,Action,Sci-fi,Atmospheric,Zombies,Beautiful,Aliens,Adventure,Futuristic,Psychological Horror,Memes,Great Soundtrack,Gore"
SCUM,https://store.steampowered.com/app/513710/SCUM/?snr=1_7_7_7000_150_12,"Survival,Open World Survival Craft,Multiplayer,Open World,Zombies,Massively Multiplayer,Nudity,Action,Early Access,Adventure,Realistic,Crafting,Singleplayer,FPS,Violent,PvP,Gore,Third Person,Indie,RPG"
Dungeons & Treasure VR,https://store.steampowered.com/app/686360/Dungeons__Treasure_VR/?snr=1_7_7_7000_150_12,"Action Roguelike,Indie,Action,Adventure,VR,Dungeon Crawler,Fantasy,Co-op,Multiplayer,Roguelite,RPG,Replay Value,Cartoony,Online Co-Op,Action-Adventure,Hack and Slash,Roguelike"
EVERSPACE™ 2,https://store.steampowered.com/app/1128920/EVERSPACE_2/?snr=1_7_7_7000_150_12,"Space,Adventure,Flight,Spaceships,Simulation,6DOF,Action,Sci-fi,Action-Adventure,Story Rich,Singleplayer,Atmospheric,Open World,Action RPG,Shooter,Space Sim,Looter Shooter,Arcade,3D,RPG"
PICO PARK,https://store.steampowered.com/app/1509960/PICO_PARK/?snr=1_7_7_7000_150_12,"Multiplayer,Online Co-Op,Puzzle Platformer,Casual,Cute,Co-op,Local Multiplayer,Local Co-Op,Platformer,Action,2D,Pixel Graphics,Indie,Funny,Horror,Retro,Puzzle,Party Game,Difficult,Souls-like"
Mad Games Tycoon 2,https://store.steampowered.com/app/1342330/Mad_Games_Tycoon_2/?snr=1_7_7_7000_150_12,"Management,Economy,Game Development,Simulation,Strategy,City Builder,Trading,Building,Programming,Capitalism,Base Building,Sandbox,Character Customization,Multiplayer,PvP,Crafting,3D,Casual,Cartoony,Cartoon"
Counter-Strike,https://store.steampowered.com/app/10/CounterStrike/?snr=1_7_7_7000_150_12,"Action,FPS,Multiplayer,Shooter,Classic,Team-Based,First-Person,Competitive,Tactical,1990's,eSports,PvP,Old School,Military,Strategy,Survival,Score Attack,1980s,Assassin,Nostalgia"
WARNO,https://store.steampowered.com/app/1611600/WARNO/?snr=1_7_7_7000_150_12,"Early Access,Wargame,Military,Real Time Tactics,Cold War,RTS,War,Strategy,Tanks,Artificial Intelligence,Real-Time,PvP,Turn-Based Strategy,Alternate History,Historical,Tactical,Simulation,Realistic,Bullet Time,Team-Based"
Karos,https://store.steampowered.com/app/337410/Karos/?snr=1_7_7_7000_150_12,"Free to Play,RPG,Massively Multiplayer,MMORPG,Action,Open World,Multiplayer,Adventure,Action RPG,FPS,Fantasy,Gore,Female Protagonist,Strategy RPG,CRPG,Choose Your Own Adventure,3D,Demons,Magic,Dragons"
TEKKEN 7,https://store.steampowered.com/app/389730/TEKKEN_7/?snr=1_7_7_7000_150_12,"Fighting,Action,Multiplayer,Competitive,Arcade,Local Multiplayer,Controller,Great Soundtrack,Singleplayer,3D Fighter,eSports,Sports,Character Customization,Difficult,Anime,Beat 'em up,Story Rich,Third Person,2D Fighter,Atmospheric"
Cruelty Squad,https://store.steampowered.com/app/1388770/Cruelty_Squad/?snr=1_7_7_7000_150_12,"Capitalism,Immersive Sim,Surreal,FPS,Psychological Horror,Cyberpunk,Shooter,Psychedelic,First-Person,Stealth,Lore-Rich,Dark Humor,Stylized,Dystopian,Action,Post-apocalyptic,Assassin,Tactical,Retro,Simulation"
Subnautica: Below Zero,https://store.steampowered.com/app/848450/Subnautica_Below_Zero/?snr=1_7_7_7000_150_12,"Open World Survival Craft,Survival,Underwater,Open World,Singleplayer,Exploration,Horror,Base Building,Adventure,Crafting,First-Person,Survival Horror,Aliens,Sci-fi,Multiplayer,Atmospheric,Story Rich,Early Access,Great Soundtrack,Sandbox"
Ravenfield,https://store.steampowered.com/app/636480/Ravenfield/?snr=1_7_7_7000_150_12,"FPS,War,Singleplayer,Shooter,Action,Military,First-Person,Sandbox,Early Access,Funny,Team-Based,Tactical,Strategy,Indie,Physics,Simulation,Moddable,Realistic,Atmospheric,Adventure"
Lords Mobile,https://store.steampowered.com/app/1041320/Lords_Mobile/?snr=1_7_7_7000_150_12,"Free to Play,Strategy,Massively Multiplayer,Gore,Anime,War,RPG,Multiplayer,LGBTQ+,NSFW,Memes,Illuminati,RTS,Casual,Family Friendly,Mature,MMORPG,Female Protagonist,World War II,Dating Sim"
Rain World,https://store.steampowered.com/app/312520/Rain_World/?snr=1_7_7_7000_150_12,"Difficult,Atmospheric,Survival,Platformer,Indie,Pixel Graphics,Exploration,2D,Adventure,Post-apocalyptic,Open World,Cute,2D Platformer,Survival Horror,Singleplayer,Metroidvania,Physics,Simulation,Action,Souls-like"
Cyber Hunter,https://store.steampowered.com/app/1209040/Cyber_Hunter/?snr=1_7_7_7000_150_12,"Free to Play,Battle Royale,Massively Multiplayer,Action,FPS,Open World,Multiplayer,Survival,Co-op,Shooter,Third-Person Shooter,Controller,Anime,PvP,Third Person,Sexual Content,Cyberpunk,Character Customization,Nudity,Singleplayer"
Fisher Online,https://store.steampowered.com/app/1094780/Fisher_Online/?snr=1_7_7_7000_150_13,"Fishing,Simulation,Massively Multiplayer,Early Access,Indie"
Idle Champions of the Forgotten Realms,https://store.steampowered.com/app/627690/Idle_Champions_of_the_Forgotten_Realms/?snr=1_7_7_7000_150_13,"Dungeons & Dragons,Free to Play,Strategy,Idler,Fantasy,Clicker,Adventure,Indie,Action,Management,Singleplayer,Puzzle,Casual,RPG,2D,Loot,Dungeon Crawler,Magic,LGBTQ+,Funny"
Feudal Friends,https://store.steampowered.com/app/2317820/Feudal_Friends/?snr=1_7_7_7000_150_13,"Online Co-Op,Multiplayer,RPG,Co-op,Casual,4 Player Local,Action Roguelike,Building,Team-Based,Simulation,Funny,Party-Based RPG,Roguelite,Colorful,Singleplayer,Base Building,Management,Tower Defense,Strategy,Cute"
War Selection,https://store.steampowered.com/app/1022450/War_Selection/?snr=1_7_7_7000_150_13,"Strategy,Base Building,Free to Play,RTS,Multiplayer,Military,Massively Multiplayer,War,Online Co-Op,PvP,Singleplayer,Survival,Historical,Co-op,Management,Indie,PvE,Early Access,Atmospheric,Replay Value"
Five Nights at Freddy's: Security Breach,https://store.steampowered.com/app/747660/Five_Nights_at_Freddys_Security_Breach/?snr=1_7_7_7000_150_13,"Horror,Survival Horror,Robots,Singleplayer,Stealth,Multiple Endings,First-Person,Exploration,3D,Action,Adventure,Indie,Artificial Intelligence,Story Rich,Thriller,Action-Adventure,Colorful,Family Friendly,Cartoony,Atmospheric"
Governor of Poker 3,https://store.steampowered.com/app/436150/Governor_of_Poker_3/?snr=1_7_7_7000_150_13,"Gambling,Card Game,Free to Play,Multiplayer,Sports,Character Customization,Massively Multiplayer,Strategy,Western,Relaxing,Team-Based,Conversation,Casual,Resource Management,Simulation,PvP,Cartoony,Gaming,Family Friendly,Party"
GYLT,https://store.steampowered.com/app/2206210/GYLT/?snr=1_7_7_7000_150_13,"Action,Adventure,Horror,Narration,Puzzle,Female Protagonist,Exploration,Hidden Object,Emotional,Mystery,Supernatural,Stealth,Story Rich,Action-Adventure,3D,Multiple Endings,Controller,Third Person,Singleplayer,Survival Horror"
Dice Kingdoms,https://store.steampowered.com/app/1501690/Dice_Kingdoms/?snr=1_7_7_7000_150_13,"Early Access,Board Game,City Builder,PvP,Multiplayer,Strategy,Medieval,Turn-Based,Turn-Based Strategy,Auto Battler,3D,Base Building,Action,Management,Minimalist,Stylized,Building,Singleplayer,Colorful,Indie"
Tribes of Midgard,https://store.steampowered.com/app/858820/Tribes_of_Midgard/?snr=1_7_7_7000_150_13,"Open World Survival Craft,PvE,Action RPG,Online Co-Op,Multiplayer,Vikings,Base Building,Survival,Action,Roguelite,Exploration,Colorful,Co-op,Boss Rush,Mythology,Procedural Generation,Indie,Singleplayer,Hack and Slash,Spectacle fighter"
Stronghold 2: Steam Edition,https://store.steampowered.com/app/40960/Stronghold_2_Steam_Edition/?snr=1_7_7_7000_150_13,"City Builder,Real Time Tactics,Colony Sim,Medieval,Sandbox,Building,Economy,Management,War,Military,Base Building,Strategy,RTS,Real-Time,Isometric,Top-Down,Historical,Open World,Simulation,Resource Management"
Endzone - A World Apart,https://store.steampowered.com/app/933820/Endzone__A_World_Apart/?snr=1_7_7_7000_150_13,"City Builder,Strategy,Survival,Post-apocalyptic,Simulation,Base Building,Indie,Building,Colony Sim,Sandbox,Management,Singleplayer,Resource Management,Economy,Real-Time,Difficult,Procedural Generation,Realistic,Atmospheric,Early Access"
Undisputed,https://store.steampowered.com/app/1451190/Undisputed/?snr=1_7_7_7000_150_13,"3D Fighter,3D,Third Person,Combat,Controller,Boxing,Fighting,Multiplayer,Sports,Realistic,Early Access,Singleplayer,Local Multiplayer,Action,eSports,Simulation,PvE,PvP,Character Customization,Immersive Sim"
Puzzle Quest 3,https://store.steampowered.com/app/1380410/Puzzle_Quest_3/?snr=1_7_7_7000_150_13,"Casual,RPG,Strategy,Adventure,Puzzle,Match 3,Turn-Based Strategy,Turn-Based Tactics,3D,Cartoony,Colorful,Dragons,Fantasy,Medieval,Asynchronous Multiplayer,Co-op,Action,Multiplayer,Combat,Loot"
Pixel Starships,https://store.steampowered.com/app/378760/Pixel_Starships/?snr=1_7_7_7000_150_13,"Sci-fi,Pixel Graphics,Space,Strategy,2D,Indie,Massively Multiplayer,Building,4X,Early Access,Base Building,Anime,Free to Play,Multiplayer,Turn-Based Tactics,RPG,Strategy RPG,Wargame,Real Time Tactics,Post-apocalyptic"
Bread & Fred,https://store.steampowered.com/app/1607680/Bread__Fred/?snr=1_7_7_7000_150_13,"Co-op,Local Co-Op,Cute,Pixel Graphics,2D Platformer,Precision Platformer,Psychological Horror,2D,Comedy,Difficult,Family Friendly,Funny,Platformer,Multiplayer,Local Multiplayer,Side Scroller,Snow,Casual,Controller,Colorful"
Stronghold HD,https://store.steampowered.com/app/40950/Stronghold_HD/?snr=1_7_7_7000_150_13,"Real Time Tactics,City Builder,Colony Sim,Sandbox,Building,Medieval,Tower Defense,Economy,Base Building,RTS,Strategy,2D,Isometric,Funny,Historical,Simulation,Open World,Atmospheric,Comedy,Resource Management"
Gang Beasts,https://store.steampowered.com/app/285900/Gang_Beasts/?snr=1_7_7_7000_150_13,"Funny,Physics,Multiplayer,Colorful,Party Game,Party,Local Multiplayer,Fighting,Comedy,3D Fighter,Casual,Soundtrack,4 Player Local,Co-op,Family Friendly,Beat 'em up,Memes,Third Person,Singleplayer,Indie"
Fisher Online,https://store.steampowered.com/app/1094780/Fisher_Online/?snr=1_7_7_7000_150_14,"Fishing,Simulation,Massively Multiplayer,Early Access,Indie"
TUNIC,https://store.steampowered.com/app/553420/TUNIC/?snr=1_7_7_7000_150_14,"Exploration,Puzzle,Souls-like,Cute,Metroidvania,Difficult,Action-Adventure,Isometric,RPG,Action RPG,3D,Top-Down,Controller,Nonlinear,Atmospheric,Colorful,Stylized,Fantasy,Action,Family Friendly"
,https://store.steampowered.com/sub/12467/?snr=1_7_7_7000_150_14,
Isonzo,https://store.steampowered.com/app/1556790/Isonzo/?snr=1_7_7_7000_150_14,"War,Indie,Simulation,Atmospheric,PvP,Realistic,Military,First-Person,Historical,FPS,World War I,Shooter,Action,Tactical,Multiplayer,Combat,Singleplayer,Strategy,Education,Cinematic"
Beholder 3,https://store.steampowered.com/app/1570070/Beholder_3/?snr=1_7_7_7000_150_14,"Simulation,Political Sim,Strategy,Dystopian,Point & Click,Choose Your Own Adventure,2D,Dark,Atmospheric,Isometric,Management,Political,Dark Humor,Story Rich,LGBTQ+,Nonlinear,Multiple Endings,Choices Matter,Singleplayer,Indie"
One Piece Burning Blood,https://store.steampowered.com/app/425220/One_Piece_Burning_Blood/?snr=1_7_7_7000_150_14,"Anime,Action,Fighting,Multiplayer,Pirates,Singleplayer,Local Multiplayer,Beat 'em up,Story Rich,Co-op,PvP,RPG,3D Fighter"
Crysis 2 Remastered,https://store.steampowered.com/app/2096600/Crysis_2_Remastered/?snr=1_7_7_7000_150_14,"Action,Sandbox,Shooter,FPS,Hero Shooter,First-Person,Shoot 'Em Up,Aliens,Dark Humor,Futuristic,Dystopian,Post-apocalyptic,Sci-fi,Tactical,Combat,Singleplayer,PvE,Violent"
Blade and Sorcery,https://store.steampowered.com/app/629730/Blade_and_Sorcery/?snr=1_7_7_7000_150_14,"VR,Swordplay,Action,Moddable,Gore,Violent,Magic,Sandbox,Simulation,Physics,Medieval,Fighting,First-Person,Singleplayer,Fantasy,Adventure,Early Access,RPG,Indie,Games Workshop"
Warhammer: End Times - Vermintide,https://store.steampowered.com/app/235540/Warhammer_End_Times__Vermintide/?snr=1_7_7_7000_150_14,"Action,Online Co-Op,Co-op,Dark Fantasy,First-Person,Gore,Games Workshop,Multiplayer,FPS,Fantasy,Hack and Slash,Atmospheric,Action RPG,Survival,RPG,Adventure,Singleplayer,Indie,Horror,Female Protagonist"
Red Orchestra 2: Heroes of Stalingrad with Rising Storm,https://store.steampowered.com/app/35450/Red_Orchestra_2_Heroes_of_Stalingrad_with_Rising_Storm/?snr=1_7_7_7000_150_14,"Realistic,World War II,FPS,Multiplayer,Historical,Action,Tactical,First-Person,Shooter,Military,Team-Based,War,Simulation,Atmospheric,Tanks,Singleplayer,Gore,Difficult,Co-op,Strategy"
"Love, Money, Rock'n'Roll",https://store.steampowered.com/app/615530/Love_Money_RocknRoll/?snr=1_7_7_7000_150_14,"Visual Novel,Anime,1980s,Atmospheric,Multiple Endings,Choices Matter,Story Rich,Romance,Detective,Drama,Cute,Choose Your Own Adventure,Investigation,Interactive Fiction,2D,Colorful,Dating Sim,Casual,Simulation,Comedy"
Super Animal Royale,https://store.steampowered.com/app/843380/Super_Animal_Royale/?snr=1_7_7_7000_150_14,"Battle Royale,Free to Play,Cute,Multiplayer,Casual,Online Co-Op,Funny,Shooter,Massively Multiplayer,Character Customization,Co-op,Top-Down Shooter,Indie,Action,PvP,Lore-Rich,Family Friendly,Survival,Colorful,Adventure"
Rock of Ages 3: Make & Break,https://store.steampowered.com/app/1101360/Rock_of_Ages_3_Make__Break/?snr=1_7_7_7000_150_14,"Strategy,Action,Racing,Indie,Comedy,Funny,Destruction,Multiplayer,Adventure,Casual,Puzzle,Turn-Based Strategy,Arcade,Third Person,Cartoony,Surreal,Building,PvP,Level Editor,Tower Defense"
"Warhammer 40,000: Boltgun",https://store.steampowered.com/app/2005010/Warhammer_40000_Boltgun/?snr=1_7_7_7000_150_14,"FPS,Action,Warhammer 40K,Shooter,Pixel Graphics,Retro,Old School,First-Person,Gore,Arcade,1990's,Violent,Demons,Sci-fi,Singleplayer,Fantasy,Indie,Arena Shooter,Games Workshop"
Kena: Bridge of Spirits,https://store.steampowered.com/app/1954200/Kena_Bridge_of_Spirits/?snr=1_7_7_7000_150_14,"Action,Adventure,Action-Adventure,Souls-like,3D Platformer,Female Protagonist,Exploration,Third Person,Cinematic,3D,Atmospheric,Fantasy,Magic,Nature,Combat,Story Rich,Controller,Singleplayer,Indie,Mystery"
Need for Drive - Open World Multiplayer Racing,https://store.steampowered.com/app/1531720/Need_for_Drive__Open_World_Multiplayer_Racing/?snr=1_7_7_7000_150_14,"Racing,Sports,Driving,Automobile Sim,Management,Open World,Cute,Funny,Multiple Endings,Simulation,Third Person,Casual,Family Friendly,Realistic,Atmospheric,Comedy,Multiplayer,Old School,Massively Multiplayer,Singleplayer"
Sally Face - Episode One,https://store.steampowered.com/app/541570/Sally_Face__Episode_One/?snr=1_7_7_7000_150_14,"Story Rich,Psychological Horror,Dark,Indie,Horror,Adventure,Mystery,Atmospheric,Puzzle,Singleplayer,Point & Click,Narrative,Hand-drawn,Supernatural,Emotional,2D,Interactive Fiction,Demons,Dark Humor,Casual"
REMEDIUM: Sentinels,https://store.steampowered.com/app/2244480/REMEDIUM_Sentinels/?snr=1_7_7_7000_150_15,"Action Roguelike,Bullet Hell,Roguelite,Shooter,3D,Singleplayer,Casual,Top-Down,Action RPG,Roguelike,Action,Top-Down Shooter,Post-apocalyptic,Medieval,Score Attack,Survival,Dark,Retro,Dark Fantasy,Controller"
Sticky Business,https://store.steampowered.com/app/2303350/Sticky_Business/?snr=1_7_7_7000_150_15,"Casual,Simulation,Indie,Relaxing,Wholesome,Cute,Puzzle,Pixel Graphics,Colorful,Life Sim,Family Friendly,Singleplayer,2D,Cozy,LGBTQ+,Sandbox,Economy,Point & Click,Atmospheric,Immersive Sim"
Eternights,https://store.steampowered.com/app/1402110/Eternights/?snr=1_7_7_7000_150_15,"Anime,Hack and Slash,Dating Sim,JRPG,Romance,Story Rich,Action RPG,Character Action Game,Post-apocalyptic,Emotional,Stylized,Multiple Endings,Atmospheric,Sci-fi,LGBTQ+,Action,Mystery,Futuristic,Combat,Casual"
Clone Drone in the Danger Zone,https://store.steampowered.com/app/597170/Clone_Drone_in_the_Danger_Zone/?snr=1_7_7_7000_150_14,"Robots,Action,3D Fighter,Swordplay,Fighting,Multiplayer,Indie,Funny,Singleplayer,Voxel,Co-op,Third Person,Pixel Graphics,Online Co-Op,Roguelike,Futuristic,Difficult,Comedy,Survival,Dark Humor"
NARUTO TO BORUTO: SHINOBI STRIKER,https://store.steampowered.com/app/633230/NARUTO_TO_BORUTO_SHINOBI_STRIKER/?snr=1_7_7_7000_150_15,"Anime,Action,Multiplayer,Character Customization,Fighting,Ninja,Co-op,Open World,PvP,RPG,Massively Multiplayer,Third Person,Adventure,Controller,Team-Based,Singleplayer,Online Co-Op,MMORPG,Strategy,MOBA"
Potion Craft: Alchemist Simulator,https://store.steampowered.com/app/1210320/Potion_Craft_Alchemist_Simulator/?snr=1_7_7_7000_150_15,"Singleplayer,Crafting,Relaxing,Simulation,Medieval,Management,Indie,RPG,Life Sim,2D,Sandbox,Hand-drawn,Casual,Farming Sim,Resource Management,Choices Matter,Point & Click,Historical,Investigation,Trading"
Little Nightmares,https://store.steampowered.com/app/424840/Little_Nightmares/?snr=1_7_7_7000_150_15,"Horror,Atmospheric,Adventure,Singleplayer,Puzzle Platformer,Dark,Puzzle,Indie,Story Rich,Stealth,Platformer,Psychological Horror,Great Soundtrack,2.5D,Third Person,Survival Horror,Female Protagonist,Short,Action,Strategy"
IXION,https://store.steampowered.com/app/1113120/IXION/?snr=1_7_7_7000_150_15,"Space,City Builder,Strategy,Survival,Resource Management,Colony Sim,Base Building,Building,Simulation,Exploration,Choices Matter,Atmospheric,Economy,Singleplayer,Dark,Management,RTS,Difficult,Post-apocalyptic,Indie"
The Bus,https://store.steampowered.com/app/491540/The_Bus/?snr=1_7_7_7000_150_15,"Simulation,Driving,Automobile Sim,Multiplayer,Realistic,Relaxing,First-Person,Early Access,Moddable,Atmospheric,Singleplayer,Level Editor,Management,Economy,Open World,Time Management,Tutorial,VR,Transportation,Casual"
The Henry Stickmin Collection,https://store.steampowered.com/app/1089980/The_Henry_Stickmin_Collection/?snr=1_7_7_7000_150_15,"Funny,Multiple Endings,Choose Your Own Adventure,Memes,Comedy,Classic,Singleplayer,Choices Matter,Point & Click,2D,Epic,Hand-drawn,Family Friendly,Adventure,Indie,Action,Interactive Fiction,Casual,Parody,Old School"
,https://store.steampowered.com/agecheck/app/870780/?snr=1_7_7_7000_150_15,
Dune: Spice Wars,https://store.steampowered.com/app/1605220/Dune_Spice_Wars/?snr=1_7_7_7000_150_15,"Early Access,Management,Singleplayer,Sci-fi,Strategy,4X,Simulation,RTS,Grand Strategy,Real Time Tactics,Building,Tactical,Economy,War,Diplomacy,Multiplayer,Co-op,Base Building,PvE,PvP"
Outlast,https://store.steampowered.com/app/238320/Outlast/?snr=1_7_7_7000_150_15,"Horror,First-Person,Survival Horror,Atmospheric,Gore,Psychological Horror,Survival,Singleplayer,Adventure,Dark,Action,Indie,Stealth,Nudity,Multiplayer,Parkour,Difficult,Walking Simulator,3D Vision,Sci-fi"
PlateUp!,https://store.steampowered.com/app/1599600/PlateUp/?snr=1_7_7_7000_150_15,"Co-op,Management,Roguelite,Cooking,Building,Roguelike,Cute,Local Co-Op,Procedural Generation,Funny,Base Building,Casual,Action Roguelike,Controller,Strategy,4 Player Local,Online Co-Op,Top-Down,Singleplayer,Action"
Wreckfest,https://store.steampowered.com/app/228380/Wreckfest/?snr=1_7_7_7000_150_15,"Racing,Destruction,Automobile Sim,Simulation,Driving,Multiplayer,Physics,Action,Indie,Sports,Singleplayer,Realistic,Funny,Early Access,Arcade,Sandbox,Third Person,Open World,Co-op,Atmospheric"
The Complex: Expedition,https://store.steampowered.com/app/2172260/The_Complex_Expedition/?snr=1_7_7_7000_150_15,"Horror,Exploration,Realistic,Story Rich,Singleplayer,Action,Mystery,Psychological Horror,Adventure,Simulation,Cinematic,Immersive Sim,First-Person,3D,1990's,Atmospheric,Thriller,America,Open World,Early Access"
In Sound Mind,https://store.steampowered.com/app/1119980/In_Sound_Mind/?snr=1_7_7_7000_150_15,"Horror,Psychological Horror,Story Rich,Puzzle,Action,Atmospheric,Singleplayer,Indie,First-Person,Shooter,Action-Adventure,FPS,Platformer,Exploration,3D Platformer,Cats,Psychedelic,Music,Hidden Object,Puzzle Platformer"
RUSSIAPHOBIA,https://store.steampowered.com/app/1184160/RUSSIAPHOBIA/?snr=1_7_7_7000_150_15,"Action,Memes,Indie,Massively Multiplayer,Adventure,Comedy,RPG,Simulation,Horror,Funny,Strategy,Relaxing,Story Rich,Family Friendly,Singleplayer,Political Sim,Open World,Stylized,Idler,Action-Adventure"
The Planet Crafter,https://store.steampowered.com/app/1284190/The_Planet_Crafter/?snr=1_7_7_7000_150_15,"Early Access,Story Rich,Open World Survival Craft,Base Building,Sandbox,Open World,Crafting,Building,Atmospheric,Survival,Resource Management,First-Person,Exploration,Immersive Sim,Sci-fi,Automation,Adventure,Singleplayer,Space,Aliens"
Viscera Cleanup Detail,https://store.steampowered.com/app/246900/Viscera_Cleanup_Detail/?snr=1_7_7_7000_150_15,"Simulation,Gore,Multiplayer,Co-op,First-Person,Funny,Indie,Physics,Sci-fi,Comedy,Space,Singleplayer,Horror,Blood,Casual,Walking Simulator,Sandbox,Parody,Adventure,Relaxing"
Ghost Exile,https://store.steampowered.com/app/1807080/Ghost_Exile/?snr=1_7_7_7000_150_15,"Horror,Online Co-Op,Multiplayer,Co-op,Psychological Horror,Action,Perma Death,Choices Matter,First-Person,Early Access,Atmospheric,Indie,PvE,3D,Team-Based,Singleplayer,VR"
Starbound,https://store.steampowered.com/app/211820/Starbound/?snr=1_7_7_7000_150_16,"Open World Survival Craft,Sandbox,Survival,Adventure,Space,Crafting,Online Co-Op,Pixel Graphics,Multiplayer,Open World,Relaxing,Exploration,Indie,2D,Action,Building,Co-op,RPG,Atmospheric,Sci-fi"
Killsquad,https://store.steampowered.com/app/910490/Killsquad/?snr=1_7_7_7000_150_16,"Action,Hack and Slash,Top-Down Shooter,Co-op,Online Co-Op,Loot,Twin Stick Shooter,RPG,Action RPG,Indie,Top-Down,Multiplayer,Sci-fi,Dungeon Crawler,Bullet Hell,Isometric,Gun Customization,Procedural Generation,Singleplayer,Early Access"
Outer Wilds,https://store.steampowered.com/app/753640/Outer_Wilds/?snr=1_7_7_7000_150_16,"Exploration,Space,Mystery,Story Rich,Adventure,Atmospheric,Great Soundtrack,Puzzle,Open World,Singleplayer,Sci-fi,Indie,First-Person,Horror,Beautiful,Epic,Psychological Horror,Simulation,3D,Action"
"Warhammer 40,000: Battlesector",https://store.steampowered.com/app/1295500/Warhammer_40000_Battlesector/?snr=1_7_7_7000_150_16,"Strategy,Warhammer 40K,Turn-Based Tactics,Turn-Based Strategy,3D,Sci-fi,Isometric,Tactical,Turn-Based Combat,PvP,Combat,Singleplayer,Asynchronous Multiplayer,Multiplayer,Violent,War,Turn-Based,Space,Replay Value,Games Workshop"
NEEDY STREAMER OVERLOAD,https://store.steampowered.com/app/1451940/NEEDY_STREAMER_OVERLOAD/?snr=1_7_7_7000_150_16,"Psychological Horror,Sexual Content,Anime,Visual Novel,Cute,Pixel Graphics,Multiple Endings,Point & Click,2D,Psychological,Choose Your Own Adventure,Psychedelic,Dark Humor,Colorful,Story Rich,Adventure,Singleplayer,Text-Based,Conversation,Hentai"
Day of Dragons,https://store.steampowered.com/app/1088090/Day_of_Dragons/?snr=1_7_7_7000_150_16,"Simulation,Dragons,Survival,Indie,Early Access,Multiplayer,RPG,Open World,Sandbox,Fantasy,Flight,Exploration,PvP,Immersive Sim,Survival Horror,3D,Tactical RPG,First-Person,Realistic,Third Person"
Webbed,https://store.steampowered.com/app/1390350/Webbed/?snr=1_7_7_7000_150_16,"2D Platformer,Cute,Pixel Graphics,Physics,Puzzle Platformer,Exploration,2D,Platformer,Relaxing,Family Friendly,Action,Indie,Puzzle,Colorful,Cartoony,Nature,Collectathon,Fantasy,Atmospheric,Retro"
TRADER LIFE SIMULATOR,https://store.steampowered.com/app/1415660/TRADER_LIFE_SIMULATOR/?snr=1_7_7_7000_150_16,"Simulation,Life Sim,Building,Driving,Realistic,Economy,Logic,Sandbox,Survival,Exploration,Open World,First-Person,FPS,Singleplayer,Indie,Physics,Education,VR,3D,Inventory Management"
Tales of Zestiria,https://store.steampowered.com/app/351970/Tales_of_Zestiria/?snr=1_7_7_7000_150_16,"JRPG,Anime,RPG,Fantasy,Open World,Story Rich,Action RPG,Adventure,Great Soundtrack,Singleplayer,Action,Co-op,Multiplayer,Action-Adventure,Local Co-Op,Atmospheric,Cute,Hack and Slash,Third Person,Character Customization"
Mount & Blade: Warband,https://store.steampowered.com/app/48700/Mount__Blade_Warband/?snr=1_7_7_7000_150_16,"Medieval,RPG,Open World,Strategy,Sandbox,Multiplayer,Action,Moddable,Military,Adventure,Horses,Singleplayer,Realistic,First-Person,Historical,Third Person,Simulation,Hack and Slash,Fantasy,Indie"
KovaaK's,https://store.steampowered.com/app/824270/KovaaKs/?snr=1_7_7_7000_150_16,"Action,Shooter,Simulation,FPS,Indie,First-Person,Software Training,Singleplayer,Controller,Multiplayer"
Creepy Tale 3: Ingrid Penance,https://store.steampowered.com/app/1761780/Creepy_Tale_3_Ingrid_Penance/?snr=1_7_7_7000_150_16,"Dark,Singleplayer,Horror,Narration,Escape Room,Puzzle,Drama,Mystery,Point & Click,Supernatural,Atmospheric,Psychological Horror,Adventure,Story Rich,Hand-drawn,Indie,RPG,2D,Side Scroller,Puzzle Platformer"
Mindustry,https://store.steampowered.com/app/1127400/Mindustry/?snr=1_7_7_7000_150_16,"Base Building,Resource Management,Tower Defense,Strategy,Automation,Multiplayer,Sandbox,Building,Co-op,2D,Pixel Graphics,Online Co-Op,RTS,Singleplayer,PvE,Indie,PvP,Survival,Management,Action"
